warehouse_code,tenant_code,part,sloc,bin,kitqty,grn_number,qoh,mfgdt,expdt,carton_code,uomqty,projectrefno,part_desc
LPT,HNV,DLT462-C-48,OK,LBQ/SB/C-2-24-4,0,3.21334E+11,2,,,3132LBQ1113779,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES BLATEST SIZE 37
TVCC,QVS,DLT462-C-49,OK,LBQ/SB/C-2-24-4,0,3.21334E+11,2,,,3132LBQ1113779,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES BLATEST SIZE 38
LBX,HOJ,DLT462-C-40,OK,LBQ/SB/C-3-24-4,0,3.21334E+11,2,,,3132LBQ1113778,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES BLATEST SIZE 39
LBX,FHT,DLT462-C-51,OK,LBQ/SB/C-3-24-4,0,3.21334E+11,2,,,3132LBQ1113778,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES BLATEST SIZE 40
LQE,POE,DLT462-D-46,OK,LBQ/SB/C-2-9-2,0,3.21334E+11,2,,,3131LBQ1111461,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  35
LBX,HUD,DLT462-D-47,OK,LBQ/SB/C-2-9-2,0,3.21334E+11,2,,,3131LBQ1111461,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  36
TVC,SMN,DLT462-D-48,OK,LBQ/SB/B-4-8-4,0,3.21334E+11,2,,,3132LBQ1113714,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  37
TVCC,SFF,DLT462-D-49,OK,LBQ/SB/C-3-9-2,0,3.21334E+11,2,,,3131LBQ1111462,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  38
LQE,HCZ,DLT462-D-40,OK,LBQ/SB/C-3-9-2,0,3.21334E+11,2,,,3131LBQ1111462,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  39
TVC,POE,TQ14-B-49,OK,LBQ/SB/C-3-22-4,0,3.21334E+11,1,,,3132LBQ1113790,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT APRICOT SIZE 38
LQE,SFF,TQ14-B-51,OK,LBQ/SB/C-5-21-4,0,3.21334E+11,1,,,3132LBQ1113878,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT APRICOT SIZE 40
TVCC,SMN,TQ14-C-46,OK,LBQ/SB/C-5-29-2,0,3.21334E+11,2,,,3132LBQ1113531,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT BLATEST SIZE 35
LQE,HSJ,TQ14-C-47,OK,LBQ/SB/C-5-29-2,0,3.21334E+11,2,,,3132LBQ1113531,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT BLATEST SIZE 36
LBX,HCZ,TQ14-C-48,OK,LBQ/SB/C-2-29-2,0,3.21334E+11,2,,,3132LBQ1113533,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT BLATEST SIZE 37
TVC,MNC,TQ14-C-49,OK,LBQ/SB/C-2-29-2,0,3.21334E+11,2,,,3132LBQ1113533,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT BLATEST SIZE 38
NEL,FML,TQ14-C-51,OK,LBQ/SB/C-4-29-2,0,3.21334E+11,1,,,3132LBQ1113532,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT BLATEST SIZE 40
LPT,SFF,TQ14-TH-46,OK,LBQ/SB/C-2-20-2,0,3.21334E+11,2,,,3132LBQ1113464,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 35
TVCC,QVS,TQ14-TH-47,OK,LBQ/SB/C-4-29-2,0,3.21334E+11,1,,,3132LBQ1113532,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 36
TVC,QVS,TQ14-TH-48,OK,LBQ/SB/C-2-20-2,0,3.21334E+11,2,,,3132LBQ1113464,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 37
LBQ,FHT,TQ14-TH-49,OK,LBQ/SB/C-2-20-2,0,3.21334E+11,2,,,3132LBQ1113464,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 38
TVC,HUD,TQ14-TH-40,OK,LBQ/SB/C-2-20-2,0,3.21334E+11,1,,,3132LBQ1113464,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 39
TVC,FHT,TQ14-TH-51,OK,LBQ/SB/C-4-29-2,0,3.21334E+11,2,,,3132LBQ1113532,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT SAGE GREEN SIZE 40
LQE,HCZ,TQ14-Z-46,OK,LBQ/SB/C-2-29-2,0,3.21334E+11,2,,,3132LBQ1113534,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 35
LQE,SFF,TQ14-Z-47,OK,LBQ/SB/C-2-29-2,0,3.21334E+11,2,,,3132LBQ1113533,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 36
LQE,SFF,TQ14-Z-48,OK,LBQ/SB/C-5-29-2,0,3.21334E+11,2,,,3132LBQ1113531,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 37
LBQ,POE,TQ14-Z-49,OK,LBQ/SB/C-3-20-2,0,3.21334E+11,2,,,3132LBQ1113463,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 38
LBQ,MNC,TQ14-Z-40,OK,LBQ/SB/C-5-29-2,0,3.21334E+11,2,,,3132LBQ1113531,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 39
TVC,QVS,TQ14-Z-51,OK,LBQ/SB/C-5-21-4,0,3.21334E+11,2,,,3132LBQ1113878,EA/1.00,,SEPATU WANITA SP03 PREMIUM IMPORT YELLOW SIZE 40
TVC,SFF,DLT486-C-46,OK,LBQ/SB/C-4-0-2,0,3.21334E+11,2,,,3132LBQ1113809,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 35
LPT,HUD,DLT486-C-47,OK,LBQ/SB/C-4-0-2,0,3.21334E+11,2,,,3132LBQ1113809,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 36
NEL,HSJ,DLT486-C-48,OK,LBQ/SB/C-4-0-2,0,3.21334E+11,2,,,3132LBQ1113809,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 37
LPT,HCZ,DLT486-C-49,OK,LBQ/SB/C-4-0-2,0,3.21334E+11,2,,,3132LBQ1113809,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 38
TVC,HSJ,DLT486-C-40,OK,LBQ/SB/C-5-0-2,0,3.21334E+11,2,,,3132LBQ1113808,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 39
TVCC,GDP,DLT486-C-51,OK,LBQ/SB/C-5-0-2,0,3.21334E+11,2,,,3132LBQ1113808,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT BLATEST SIZE 40
LPT,HOJ,DLT486-H-46,OK,LBQ/SB/C-5-22-5,0,3.21334E+11,2,,,3132LBQ1113792,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT GREY SIZE 35
LBQ,QVS,DLT486-H-47,OK,LBQ/SB/C-5-22-5,0,3.21334E+11,2,,,3132LBQ1113792,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT GREY SIZE 36
TVCC,SMN,DLT495-OE-40,OK,LBQ/SB/C-5-7-4,0,3.21334E+11,3,,,3131LBQ1111475,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT NUDE SIZE 39
LQE,NUT,DLT495-OE-51,OK,LBQ/SB/C-3-7-4,0,3.21334E+11,3,,,3131LBQ1111476,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT NUDE SIZE 40
TVCC,HOJ,DLT495-TQ-46,OK,LBQ/SB/C-3-7-4,0,3.21334E+11,3,,,3131LBQ1111476,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 35
LQE,HOJ,DLT495-TQ-47,OK,LBQ/SB/C-5-7-4,0,3.21334E+11,3,,,3131LBQ1111474,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 36
LPT,GDP,DLT495-TQ-48,OK,LBQ/SB/C-5-7-4,0,3.21334E+11,3,,,3131LBQ1111474,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 37
LPT,QVS,DLT495-TQ-49,OK,LBQ/SB/C-5-8-3,0,3.21334E+11,3,,,3132LBQ1113824,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 38
TVC,GDP,DLT495-TQ-40,OK,LBQ/SB/C-5-8-3,0,3.21334E+11,2,,,3132LBQ1113824,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 39
LBX,HNV,DLT495-TQ-51,OK,LBQ/SB/C-2-7-3,0,3.21334E+11,3,,,3131LBQ1111473,EA/1.00,,SANDAL WANITA TESTS384 PREMIUM IMPORT SNAKE PRINT SIZE 40
TVC,GDP,TQ12-C-46,OK,LBQ/SB/C-5-29-3,0,3.21334E+11,2,,,3132LBQ1113526,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 35
NEL,FML,TQ12-C-47,OK,LBQ/SB/C-5-29-3,0,3.21334E+11,2,,,3132LBQ1113526,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 36
LBX,SMN,TQ12-C-48,OK,LBQ/SB/C-4-29-3,0,3.21334E+11,2,,,3132LBQ1113527,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 37
LBX,GDP,TQ12-C-49,OK,LBQ/SB/C-4-29-3,0,3.21334E+11,2,,,3132LBQ1113528,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 38
LBX,HCZ,TQ12-C-40,OK,LBQ/SB/C-3-29-3,0,3.21334E+11,1,,,3132LBQ1113529,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 39
NEL,POE,TQ12-C-51,OK,LBQ/SB/C-3-29-3,0,3.21334E+11,2,,,3132LBQ1113529,EA/1.00,,SANDAL WANITA SP01 SAPPUN FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 40
LPT,SMN,TQ13-B-46,OK,LBQ/SB/C-5-29-3,0,3.21334E+11,2,,,3132LBQ1113526,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 35
LPT,HSJ,TQ13-B-47,OK,LBQ/SB/C-5-29-3,0,3.21334E+11,1,,,3132LBQ1113526,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 36
LBQ,SMN,TQ13-B-48,OK,LBQ/SB/C-4-29-3,0,3.21334E+11,1,,,3132LBQ1113527,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 37
LBX,SMN,TQ13-B-49,OK,LBQ/SB/C-3-29-3,0,3.21334E+11,1,,,3132LBQ1113529,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 38
LPT,CQJ-B3,TQ13-B-40,OK,LBQ/SB/C-3-29-3,0,3.21334E+11,2,,,3132LBQ1113529,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 39
LBQ,HUD,TQ13-B-51,OK,LBQ/SB/C-2-29-3,0,3.21334E+11,2,,,3132LBQ1113520,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN APRICOT SIZE 40
TVCC,FHT,TQ13-H-46,OK,LBQ/SB/C-2-8-5,0,3.21334E+11,2,,,3132LBQ1113815,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 35
NEL,MNC,TQ13-H-47,OK,LBQ/SB/C-2-8-5,0,3.21334E+11,2,,,3132LBQ1113815,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 36
TVC,POE,TQ13-H-48,OK,LBQ/SB/C-4-8-5,0,3.21334E+11,2,,,3132LBQ1113817,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 37
NEL,SMN,TQ13-H-49,OK,LBQ/SB/C-3-8-5,0,3.21334E+11,2,,,3132LBQ1113816,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 38
TVCC,HUD,TQ13-H-40,OK,LBQ/SB/C-3-8-5,0,3.21334E+11,2,,,3132LBQ1113816,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 39
LQE,CQJ-B3,TQ13-H-51,OK,LBQ/SB/C-4-8-5,0,3.21334E+11,2,,,3132LBQ1113817,EA/1.00,,SANDAL WANITA SP02 PREMIUM IMPORT SAPPUN GREEN SIZE 40
NEL,HNV,DLT496-CU-40,OK,LBQ/SB/C-2-26-4,0,3.21334E+11,1,,,3132LBQ1113444,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST TWEED SIZE 39
LPT,MNC,DLT496-CU-51,OK,LBQ/SB/C-3-26-4,0,3.21334E+11,2,,,3132LBQ1113443,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST TWEED SIZE 40
LBQ,HOJ,DLT496-CQ-46,OK,LBQ/SB/C-4-9-3,0,3.21334E+11,2,,,3132LBQ1113849,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 35
TVC,HUD,DLT496-CQ-47,OK,LBQ/SB/C-4-9-3,0,3.21334E+11,2,,,3132LBQ1113849,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 36
TVCC,HNV,DLT496-CQ-48,OK,LBQ/SB/C-4-9-3,0,3.21334E+11,2,,,3132LBQ1113849,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 37
LBX,FHT,DLT496-CQ-49,OK,LBQ/SB/C-2-9-3,0,3.21334E+11,2,,,3132LBQ1113848,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 38
TVC,FML,DLT496-CQ-40,OK,LBQ/SB/C-2-9-3,0,3.21334E+11,2,,,3132LBQ1113848,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 39
TVCC,MNC,DLT496-CQ-51,OK,LBQ/SB/C-2-9-3,0,3.21334E+11,2,,,3132LBQ1113848,EA/1.00,,SEPATU WANITA TESTS385 PREMIUM IMPORT BLATEST POLOS SIZE 40
LQE,QVS,HDT12-CS-46,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS BROWN SIZE 35
LQE,HNV,HDT12-CS-47,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS BROWN SIZE 36
LBX,MNC,HDT12-CS-48,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS BROWN SIZE 37
TVCC,FHT,HDT12-CS-49,OK,LBQ/SB/C-2-23-4,0,3.21334E+11,2,,,3132LBQ1113705,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS BROWN SIZE 38
LQE,SFF,HDT12-CS-40,OK,LBQ/SB/C-2-23-4,0,3.21334E+11,2,,,3132LBQ1113705,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS BROWN SIZE 39
TVC,FML,HDT12-H-46,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 35
LQE,NUT,HDT12-H-47,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 36
LBQ,HNV,HDT12-H-48,OK,LBQ/SB/C-2-23-3,0,3.21334E+11,2,,,3132LBQ1113861,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 37
LQE,HUD,HDT12-H-49,OK,LBQ/SB/C-2-23-4,0,3.21334E+11,2,,,3132LBQ1113705,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 38
NEL,FML,HDT12-H-40,OK,LBQ/SB/C-2-23-4,0,3.21334E+11,1,,,3132LBQ1113705,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 39
TVC,HUD,HDT12-H-51,OK,LBQ/SB/C-2-23-4,0,3.21334E+11,2,,,3132LBQ1113705,EA/1.00,,SANDAL GCS01 DISNEY X GC FLAT SANDALS GREEN SIZE 40
TVCC,HUD,DLT240-O-46,OK,LBQ/SB/C-2-27-3,0,3.21334E+11,5,,,3132LBQ1113449,EA/1.00,,SANDALS TESTS139 NUDE SIZE 35
LBQ,HOJ,DLT240-O-47,OK,LBQ/SB/C-2-27-3,0,3.21334E+11,3,,,3132LBQ1113449,EA/1.00,,SANDALS TESTS139 NUDE SIZE 36
NEL,HCZ,DLT240-O-47,OK,LBQ/SB/C-3-27-3,0,3.21334E+11,2,,,3132LBQ1113440,EA/1.00,,SANDALS TESTS139 NUDE SIZE 36
TVCC,NUT,DLT240-O-48,OK,LBQ/SB/C-3-27-3,0,3.21334E+11,5,,,3132LBQ1113440,EA/1.00,,SANDALS TESTS139 NUDE SIZE 37
TVCC,HOJ,DLT240-O-49,OK,LBQ/SB/C-2-7-6,0,3.21334E+11,5,,,3131LBQ1111468,EA/1.00,,SANDALS TESTS139 NUDE SIZE 38
TVCC,HUD,DLT240-O-40,OK,LBQ/SB/C-2-7-6,0,3.21334E+11,5,,,3131LBQ1111468,EA/1.00,,SANDALS TESTS139 NUDE SIZE 39
TVC,HOJ,DLT240-O-51,OK,LBQ/SB/C-2-7-6,0,3.21334E+11,5,,,3131LBQ1111468,EA/1.00,,SANDALS TESTS139 NUDE SIZE 40
TVCC,SFF,DLT488-PX-46,OK,LBQ/SB/C-5-0-4,0,3.21334E+11,2,,,3132LBQ1113898,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 35
LBQ,HOJ,DLT488-PX-47,OK,LBQ/SB/C-5-0-4,0,3.21334E+11,1,,,3132LBQ1113898,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 36
TVC,POE,DLT488-PX-47,OK,LBQ/SB/C-3-22-5,0,3.21334E+11,1,,,3132LBQ1113794,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 36
TVCC,SMN,DLT488-PX-48,OK,LBQ/SB/C-3-22-5,0,3.21334E+11,2,,,3132LBQ1113116,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 37
TVCC,SFF,DLT488-PX-49,OK,LBQ/SB/C-2-22-5,0,3.21334E+11,2,,,3132LBQ1113795,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 38
LPT,POE,DLT488-PX-40,OK,LBQ/SB/C-2-22-5,0,3.21334E+11,2,,,3132LBQ1113795,EA/1.00,,SEPATU WANITA TESTS377 CNK FLAT SHOES PREMIUM IMPORT OFF WHITE SIZE 39
LPT,HUD,aT412-C-46,OK,LBQ/SB/C-5-22-4,0,3.21334E+11,2,,,3132LBQ1113796,EA/1.00,,SANDAL WANITA ZS301 ZR EMBELLISHED SANDALS PREMIUM IMPORT BLATEST SIZE 35
LQE,HNV,aT412-C-47,OK,LBQ/SB/C-4-25-5,0,3.21334E+11,2,,,3132LBQ1113732,EA/1.00,,SANDAL WANITA ZS301 ZR EMBELLISHED SANDALS PREMIUM IMPORT BLATEST SIZE 36
LPT,HCZ,aT412-C-48,OK,LBQ/SB/C-4-25-5,0,3.21334E+11,3,,,3132LBQ1113732,EA/1.00,,SANDAL WANITA ZS301 ZR EMBELLISHED SANDALS PREMIUM IMPORT BLATEST SIZE 37
LPT,FHT,aT412-C-49,OK,LBQ/SB/C-4-25-5,0,3.21334E+11,3,,,3132LBQ1113732,EA/1.00,,SANDAL WANITA ZS301 ZR EMBELLISHED SANDALS PREMIUM IMPORT BLATEST SIZE 38
NEL,NUT,DLT436-J-46,OK,LBQ/SB/C-5-20-5,0,3.21334E+11,1,,,3132LBQ1113473,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS IVORY SIZE 35
LQE,NUT,DLT436-J-47,OK,LBQ/SB/C-5-20-4,0,3.21334E+11,1,,,3132LBQ1113469,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS IVORY SIZE 36
NEL,FHT,DLT436-J-40,OK,LBQ/SB/C-5-20-5,0,3.21334E+11,2,,,3132LBQ1113473,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS IVORY SIZE 39
LBX,CQJ-B3,DLT436-J-51,OK,LBQ/SB/C-4-20-5,0,3.21334E+11,2,,,3132LBQ1113472,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS IVORY SIZE 40
LQE,HSJ,DLT436-O-46,OK,LBQ/SB/C-5-20-4,0,3.21334E+11,1,,,3132LBQ1113469,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 35
NEL,MNC,DLT436-O-47,OK,LBQ/SB/C-5-20-4,0,3.21334E+11,1,,,3132LBQ1113469,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 36
TVCC,POE,DLT436-O-48,OK,LBQ/SB/C-5-20-4,0,3.21334E+11,2,,,3132LBQ1113469,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 37
LPT,SMN,DLT436-O-49,OK,LBQ/SB/C-3-27-5,0,3.21334E+11,1,,,3132LBQ1113459,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 38
LBX,MNC,DLT436-O-40,OK,LBQ/SB/C-2-27-5,0,3.21334E+11,2,,,3132LBQ1113458,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 39
TVCC,CQJ-B3,DLT436-O-51,OK,LBQ/SB/C-2-27-5,0,3.21334E+11,2,,,3132LBQ1113458,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS NUDE SIZE 40
NEL,FHT,DLT436-C-47,OK,LBQ/SB/C-3-27-5,0,3.21334E+11,1,,,3132LBQ1113459,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS BLATEST SIZE 36
TVCC,HSJ,DLT436-C-48,OK,LBQ/SB/C-3-27-5,0,3.21334E+11,2,,,3132LBQ1113459,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS BLATEST SIZE 37
LBX,FML,DLT436-C-49,OK,LBQ/SB/C-3-27-5,0,3.21334E+11,1,,,3132LBQ1113459,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS BLATEST SIZE 38
LBQ,FML,QT156-U-49,OK,LBQ/SB/B-4-28-3,0,3.21334E+11,2,,,3132LBQ1113408,EA/1.00,,SEPATU WANITA PS045 TESTO TASSEL DETAIL SUEDE MOCCASINS PREMIUM IMPORT TAUPE SIZE 38
LBX,HNV,QT156-U-40,OK,LBQ/SB/B-5-28-3,0,3.21334E+11,2,,,3132LBQ1113407,EA/1.00,,SEPATU WANITA PS045 TESTO TASSEL DETAIL SUEDE MOCCASINS PREMIUM IMPORT TAUPE SIZE 39
LPT,HCZ,QT156-U-51,OK,LBQ/SB/B-5-28-3,0,3.21334E+11,2,,,3132LBQ1113407,EA/1.00,,SEPATU WANITA PS045 TESTO TASSEL DETAIL SUEDE MOCCASINS PREMIUM IMPORT TAUPE SIZE 40
LPT,SFF,ET19-C-46,OK,LBQ/SB/C-2-9-6,0,3.21334E+11,3,,,3132LBQ1113855,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT BLATEST SIZE 35
TVC,CQJ-B3,ET19-C-47,OK,LBQ/SB/C-2-9-6,0,3.21334E+11,2,,,3132LBQ1113855,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT BLATEST SIZE 36
NEL,MNC,ET19-C-47,OK,LBQ/SB/C-2-9-6,0,3.21516E+11,1,,,3131LBQ1112416,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT BLATEST SIZE 36
NEL,QVS,ET19-Z-46,OK,LBQ/SB/C-5-23-2,0,3.21334E+11,3,,,3132LBQ1113702,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 35
TVC,HOJ,ET19-Z-47,OK,LBQ/SB/C-5-23-2,0,3.21334E+11,3,,,3132LBQ1113702,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 36
LQE,HNV,ET19-Z-48,OK,LBQ/SB/C-5-23-3,0,3.21334E+11,3,,,3132LBQ1113798,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 37
LPT,SFF,ET19-Z-49,OK,LBQ/SB/C-5-23-3,0,3.21334E+11,1,,,3132LBQ1113798,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 38
LPT,FML,ET19-Z-40,OK,LBQ/SB/C-4-23-3,0,3.21334E+11,2,,,3132LBQ1113797,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 39
LBQ,FHT,ET19-Z-51,OK,LBQ/SB/C-4-23-3,0,3.21334E+11,1,,,3132LBQ1113797,EA/1.00,,SANDAL WANITA DS08 CHRISTIAN DI*R DWAY SLIDE SANDALS PREMIUM IMPORT YELLOW SIZE 40
